feature_set_name,hidden_sizes,dropout,lr,weight_decay,optimizer,scheduler,batch_size,activation,loss_name,use_batchnorm,seed,block,run_id
geo_knn_macro_plus_city_crime_only,"(256, 256, 128)",0.3,0.0007,0.001,adam,plateau,256,relu,smooth_l1,True,52,block2_mixed_feature_sets,1274
all_features,"(512, 256, 128)",0.3,0.0003,0.0001,adamw,plateau,128,relu,mse,False,62,block2_mixed_feature_sets,1275
all_without_current_crime_only,"(128, 128)",0.2,0.001,0.001,adamw,cosine,256,relu,smooth_l1,True,42,block2_mixed_feature_sets,1276
geo_knn_density_macro,"(512, 256, 128)",0.2,0.001,0.0001,adamw,plateau,256,relu,smooth_l1,True,52,block2_mixed_feature_sets,1277
geo_knn_macro,"(128, 128, 64)",0.25,0.0007,0.001,adam,plateau,256,gelu,mse,False,52,block2_mixed_feature_sets,1278
crime_only_subset,"(128, 128)",0.25,0.0007,0.0001,adam,plateau,128,relu,smooth_l1,False,62,block2_mixed_feature_sets,1279
crime_only_subset,"(256, 256)",0.2,0.001,0.002,adam,plateau,64,gelu,smooth_l1,False,42,block2_mixed_feature_sets,1280
geo_macro_plus_city_crime_only,"(256, 256, 128)",0.3,0.0007,0.001,adamw,plateau,128,relu,smooth_l1,False,42,block2_mixed_feature_sets,1281
geo_knn_density_macro,"(256, 256, 128)",0.35,0.0003,0.0001,adamw,cosine,128,gelu,mse,True,52,block2_mixed_feature_sets,1282
all_features,"(128, 128)",0.2,0.001,0.0001,adamw,cosine,64,gelu,smooth_l1,False,42,block2_mixed_feature_sets,1283
all_features,"(256, 128, 64)",0.25,0.0003,0.002,adamw,plateau,256,relu,mse,False,42,block2_mixed_feature_sets,1284
geo_macro_plus_city_crime_only,"(128, 128)",0.2,0.001,0.001,adam,plateau,128,relu,smooth_l1,False,42,block2_mixed_feature_sets,1285
geo_knn_macro_plus_city_crime_only,"(256, 128, 64)",0.2,0.0003,0.002,adamw,cosine,128,relu,smooth_l1,True,42,block2_mixed_feature_sets,1286
all_without_current_crime_only,"(128, 128, 64)",0.3,0.0005,0.001,adam,plateau,64,relu,smooth_l1,True,62,block2_mixed_feature_sets,1287
geo_knn_density_macro,"(256, 256)",0.1,0.001,0.0005,adamw,plateau,64,gelu,mse,False,42,block2_mixed_feature_sets,1288
geo_knn_density_macro,"(256, 256)",0.25,0.0005,0.0005,adamw,cosine,128,gelu,smooth_l1,True,42,block2_mixed_feature_sets,1289
all_features,"(256, 256)",0.1,0.0005,0.0005,adam,plateau,256,relu,smooth_l1,False,62,block2_mixed_feature_sets,1290
geo_knn_density_macro,"(512, 256, 128)",0.3,0.0003,0.001,adamw,cosine,256,gelu,mse,False,42,block2_mixed_feature_sets,1291
all_without_current_crime_only,"(256, 256)",0.25,0.0003,0.001,adamw,cosine,256,gelu,smooth_l1,False,42,block2_mixed_feature_sets,1292
all_features,"(128, 128, 64)",0.3,0.001,0.0005,adamw,plateau,128,gelu,mse,True,52,block2_mixed_feature_sets,1293
geo_knn_macro_plus_city_crime_only,"(512, 256)",0.2,0.0007,0.0005,adam,cosine,64,gelu,mse,False,42,block2_mixed_feature_sets,1294
all_without_current_crime_only,"(128, 128)",0.1,0.0005,0.002,adam,cosine,64,gelu,mse,True,52,block2_mixed_feature_sets,1295
geo_knn_density_macro,"(256, 128, 64)",0.3,0.001,0.0001,adam,cosine,256,relu,mse,False,52,block2_mixed_feature_sets,1296
all_without_current_crime_only,"(128, 128, 64)",0.2,0.0003,0.002,adamw,plateau,256,gelu,smooth_l1,True,42,block2_mixed_feature_sets,1297
all_without_current_crime_only,"(256, 256)",0.25,0.0003,0.0005,adamw,cosine,128,gelu,smooth_l1,False,42,block2_mixed_feature_sets,1298
all_features,"(512, 256, 128)",0.3,0.001,0.0001,adamw,cosine,64,gelu,smooth_l1,True,62,block2_mixed_feature_sets,1299
geo_macro_plus_city_crime_only,"(512, 256)",0.25,0.0005,0.002,adam,plateau,256,gelu,smooth_l1,True,62,block2_mixed_feature_sets,1300
geo_macro_plus_city_crime_only,"(512, 256, 128)",0.25,0.0003,0.0005,adam,cosine,256,gelu,smooth_l1,True,52,block2_mixed_feature_sets,1301
geo_knn_macro,"(128, 128, 64)",0.35,0.001,0.0001,adamw,plateau,128,relu,mse,True,52,block2_mixed_feature_sets,1302
geo_knn_density_macro,"(128, 128, 64)",0.35,0.0003,0.001,adamw,cosine,128,gelu,mse,False,52,block2_mixed_feature_sets,1303
geo_knn_density_macro,"(128, 128)",0.3,0.0007,0.001,adamw,plateau,128,gelu,smooth_l1,False,42,block2_mixed_feature_sets,1304
all_features,"(128, 128)",0.25,0.001,0.0005,adamw,cosine,256,relu,mse,False,62,block2_mixed_feature_sets,1305
geo_knn_macro,"(128, 128, 64)",0.3,0.0007,0.0001,adamw,cosine,128,relu,mse,False,42,block2_mixed_feature_sets,1306
geo_knn_macro,"(512, 256)",0.3,0.0003,0.0001,adamw,plateau,64,gelu,smooth_l1,True,52,block2_mixed_feature_sets,1307
all_without_current_crime_only,"(256, 128, 64)",0.2,0.0003,0.001,adamw,cosine,64,gelu,mse,True,52,block2_mixed_feature_sets,1308
all_without_current_crime_only,"(512, 256)",0.1,0.001,0.001,adamw,cosine,64,gelu,smooth_l1,False,42,block2_mixed_feature_sets,1309
all_features,"(256, 256)",0.1,0.0003,0.001,adam,plateau,256,gelu,smooth_l1,True,42,block2_mixed_feature_sets,1310
geo_knn_density_macro,"(128, 128)",0.1,0.001,0.0001,adamw,cosine,64,gelu,smooth_l1,False,62,block2_mixed_feature_sets,1311
geo_macro_plus_city_crime_only,"(256, 128, 64)",0.3,0.0007,0.0001,adam,plateau,256,gelu,mse,True,42,block2_mixed_feature_sets,1312
geo_knn_macro,"(512, 256)",0.25,0.0007,0.0001,adam,plateau,128,relu,mse,True,42,block2_mixed_feature_sets,1313
geo_knn_density_macro,"(256, 256, 128)",0.25,0.0003,0.002,adam,cosine,128,gelu,mse,True,42,block2_mixed_feature_sets,1314
geo_knn_macro_plus_city_crime_only,"(512, 256)",0.1,0.0005,0.001,adam,cosine,256,gelu,mse,False,52,block2_mixed_feature_sets,1315
all_features,"(128, 128, 64)",0.35,0.0007,0.0001,adamw,plateau,64,gelu,mse,True,62,block2_mixed_feature_sets,1316
all_without_current_crime_only,"(128, 128, 64)",0.3,0.0003,0.0001,adamw,cosine,64,gelu,smooth_l1,True,52,block2_mixed_feature_sets,1317
all_without_current_crime_only,"(128, 128, 64)",0.25,0.0007,0.001,adamw,cosine,128,gelu,mse,False,52,block2_mixed_feature_sets,1318
geo_macro_plus_city_crime_only,"(256, 256)",0.35,0.0005,0.001,adamw,plateau,256,relu,smooth_l1,False,52,block2_mixed_feature_sets,1319
geo_knn_density_macro,"(128, 128, 64)",0.3,0.0003,0.0005,adamw,plateau,128,gelu,mse,True,62,block2_mixed_feature_sets,1320
geo_knn_macro_plus_city_crime_only,"(512, 256, 128)",0.2,0.0005,0.002,adam,cosine,256,relu,mse,False,52,block2_mixed_feature_sets,1321
crime_only_subset,"(128, 128)",0.25,0.0005,0.001,adamw,plateau,64,relu,mse,False,52,block2_mixed_feature_sets,1322
all_without_current_crime_only,"(256, 256, 128)",0.25,0.0005,0.0005,adam,plateau,64,relu,smooth_l1,False,42,block2_mixed_feature_sets,1323
geo_knn_density_macro,"(512, 256, 128)",0.25,0.001,0.0001,adam,cosine,128,gelu,smooth_l1,True,62,block2_mixed_feature_sets,1324
all_features,"(512, 256, 128)",0.2,0.0005,0.001,adamw,plateau,128,relu,mse,False,42,block2_mixed_feature_sets,1325
geo_knn_macro,"(256, 128, 64)",0.25,0.0005,0.002,adamw,plateau,64,relu,smooth_l1,False,62,block2_mixed_feature_sets,1326
crime_only_subset,"(128, 128)",0.35,0.0003,0.001,adamw,cosine,64,relu,mse,False,52,block2_mixed_feature_sets,1327
geo_knn_density_macro,"(256, 256, 128)",0.3,0.0005,0.002,adamw,plateau,256,relu,smooth_l1,False,62,block2_mixed_feature_sets,1328
geo_knn_macro,"(512, 256, 128)",0.25,0.001,0.0001,adam,cosine,256,gelu,smooth_l1,False,52,block2_mixed_feature_sets,1329
geo_macro_plus_city_crime_only,"(128, 128, 64)",0.25,0.0003,0.001,adam,cosine,64,gelu,smooth_l1,True,42,block2_mixed_feature_sets,1330
all_without_current_crime_only,"(128, 128, 64)",0.3,0.0003,0.0001,adamw,cosine,64,relu,smooth_l1,False,62,block2_mixed_feature_sets,1331
all_without_current_crime_only,"(128, 128, 64)",0.3,0.0005,0.0001,adamw,cosine,256,gelu,mse,True,62,block2_mixed_feature_sets,1332
geo_knn_macro,"(128, 128, 64)",0.35,0.0007,0.001,adamw,plateau,64,relu,smooth_l1,False,62,block2_mixed_feature_sets,1333
all_features,"(256, 128, 64)",0.3,0.001,0.001,adam,plateau,128,relu,mse,False,42,block2_mixed_feature_sets,1334
geo_knn_density_macro,"(128, 128, 64)",0.35,0.0007,0.0005,adam,cosine,256,relu,smooth_l1,False,62,block2_mixed_feature_sets,1335
all_features,"(128, 128)",0.1,0.0007,0.001,adamw,plateau,64,relu,mse,True,42,block2_mixed_feature_sets,1336
all_without_current_crime_only,"(128, 128)",0.1,0.001,0.002,adamw,cosine,256,relu,smooth_l1,False,62,block2_mixed_feature_sets,1337
geo_knn_macro_plus_city_crime_only,"(128, 128)",0.2,0.0005,0.001,adamw,cosine,128,gelu,smooth_l1,True,52,block2_mixed_feature_sets,1338
all_features,"(256, 128, 64)",0.2,0.0003,0.002,adamw,plateau,128,relu,smooth_l1,False,62,block2_mixed_feature_sets,1339
geo_knn_macro,"(256, 256)",0.25,0.0005,0.0005,adamw,plateau,128,gelu,mse,False,42,block2_mixed_feature_sets,1340
all_features,"(512, 256, 128)",0.25,0.0007,0.002,adam,plateau,128,gelu,mse,False,42,block2_mixed_feature_sets,1341
geo_macro_plus_city_crime_only,"(256, 256, 128)",0.3,0.001,0.0001,adamw,cosine,256,relu,mse,False,52,block2_mixed_feature_sets,1342
geo_knn_macro_plus_city_crime_only,"(256, 128, 64)",0.25,0.001,0.002,adamw,cosine,64,relu,smooth_l1,False,52,block2_mixed_feature_sets,1343
all_without_current_crime_only,"(512, 256, 128)",0.35,0.001,0.0005,adam,cosine,128,gelu,mse,True,52,block2_mixed_feature_sets,1344
geo_knn_density_macro,"(512, 256)",0.1,0.001,0.0005,adamw,plateau,64,gelu,smooth_l1,False,62,block2_mixed_feature_sets,1345
geo_knn_macro,"(256, 256)",0.35,0.0005,0.001,adamw,cosine,256,relu,mse,True,42,block2_mixed_feature_sets,1346
geo_macro_plus_city_crime_only,"(128, 128)",0.3,0.0007,0.0005,adam,cosine,256,relu,mse,True,42,block2_mixed_feature_sets,1347
all_without_current_crime_only,"(256, 256, 128)",0.3,0.0005,0.001,adam,cosine,128,gelu,smooth_l1,False,62,block2_mixed_feature_sets,1348
geo_knn_macro,"(128, 128)",0.1,0.001,0.0001,adamw,plateau,128,relu,smooth_l1,True,62,block2_mixed_feature_sets,1349
geo_macro_plus_city_crime_only,"(128, 128, 64)",0.2,0.0003,0.001,adamw,cosine,128,gelu,mse,True,52,block2_mixed_feature_sets,1350
geo_macro_plus_city_crime_only,"(128, 128, 64)",0.35,0.001,0.001,adamw,cosine,128,relu,mse,True,52,block2_mixed_feature_sets,1351
all_without_current_crime_only,"(128, 128)",0.25,0.001,0.002,adam,plateau,64,relu,smooth_l1,False,42,block2_mixed_feature_sets,1352
geo_knn_density_macro,"(512, 256)",0.3,0.0007,0.0005,adam,plateau,256,relu,smooth_l1,True,52,block2_mixed_feature_sets,1353
geo_knn_density_macro,"(256, 256)",0.2,0.001,0.0005,adam,cosine,64,gelu,mse,True,52,block2_mixed_feature_sets,1354
all_features,"(512, 256)",0.25,0.0005,0.002,adamw,cosine,256,gelu,smooth_l1,True,42,block2_mixed_feature_sets,1355
geo_knn_macro,"(256, 128, 64)",0.35,0.001,0.0001,adamw,plateau,64,gelu,mse,True,52,block2_mixed_feature_sets,1356
geo_knn_density_macro,"(512, 256)",0.3,0.0007,0.002,adam,plateau,256,gelu,smooth_l1,True,52,block2_mixed_feature_sets,1357
geo_macro_plus_city_crime_only,"(256, 256)",0.25,0.001,0.0005,adamw,plateau,256,relu,mse,True,52,block2_mixed_feature_sets,1358
geo_macro_plus_city_crime_only,"(256, 128, 64)",0.2,0.0007,0.0005,adamw,cosine,256,relu,mse,True,62,block2_mixed_feature_sets,1359
all_features,"(256, 256, 128)",0.3,0.0005,0.001,adamw,cosine,128,gelu,smooth_l1,False,42,block2_mixed_feature_sets,1360
all_features,"(256, 256, 128)",0.2,0.001,0.002,adamw,plateau,128,relu,smooth_l1,True,62,block2_mixed_feature_sets,1361
all_features,"(128, 128, 64)",0.35,0.0007,0.0005,adamw,cosine,256,gelu,smooth_l1,False,62,block2_mixed_feature_sets,1362
geo_knn_macro_plus_city_crime_only,"(256, 256, 128)",0.2,0.001,0.0001,adam,cosine,256,gelu,smooth_l1,False,52,block2_mixed_feature_sets,1363
geo_knn_density_macro,"(256, 256, 128)",0.35,0.0005,0.0001,adamw,cosine,64,gelu,mse,True,42,block2_mixed_feature_sets,1364
all_without_current_crime_only,"(256, 128, 64)",0.35,0.0007,0.0005,adam,plateau,256,relu,mse,True,52,block2_mixed_feature_sets,1365
geo_knn_macro,"(256, 256)",0.1,0.0005,0.0001,adam,cosine,256,gelu,smooth_l1,True,62,block2_mixed_feature_sets,1366
geo_knn_density_macro,"(256, 256)",0.35,0.0003,0.0001,adam,plateau,256,gelu,mse,False,42,block2_mixed_feature_sets,1367
geo_knn_density_macro,"(256, 128, 64)",0.25,0.001,0.001,adam,plateau,256,relu,smooth_l1,False,52,block2_mixed_feature_sets,1368
geo_macro_plus_city_crime_only,"(128, 128)",0.25,0.0005,0.001,adam,cosine,256,gelu,smooth_l1,False,62,block2_mixed_feature_sets,1369
all_features,"(256, 256)",0.25,0.0005,0.0005,adam,plateau,256,relu,smooth_l1,False,52,block2_mixed_feature_sets,1370
geo_knn_macro_plus_city_crime_only,"(512, 256)",0.1,0.001,0.001,adam,cosine,128,gelu,mse,True,62,block2_mixed_feature_sets,1371
all_without_current_crime_only,"(256, 256)",0.25,0.0007,0.002,adamw,cosine,64,relu,smooth_l1,False,52,block2_mixed_feature_sets,1372
geo_macro_plus_city_crime_only,"(256, 256, 128)",0.35,0.0007,0.001,adamw,plateau,256,gelu,smooth_l1,False,52,block2_mixed_feature_sets,1373
geo_knn_density_macro,"(128, 128, 64)",0.2,0.0005,0.0001,adamw,cosine,64,relu,mse,False,62,block2_mixed_feature_sets,1374
geo_macro_plus_city_crime_only,"(256, 128, 64)",0.2,0.0005,0.002,adam,cosine,256,gelu,mse,True,42,block2_mixed_feature_sets,1375
geo_knn_macro_plus_city_crime_only,"(256, 256, 128)",0.2,0.0007,0.001,adam,plateau,256,gelu,mse,True,52,block2_mixed_feature_sets,1376
geo_knn_macro,"(128, 128, 64)",0.3,0.0007,0.001,adamw,plateau,128,gelu,mse,True,62,block2_mixed_feature_sets,1377
all_without_current_crime_only,"(128, 128)",0.2,0.0005,0.0005,adamw,plateau,256,gelu,smooth_l1,True,52,block2_mixed_feature_sets,1378
all_features,"(256, 256)",0.2,0.0005,0.0001,adam,plateau,256,gelu,mse,False,42,block2_mixed_feature_sets,1379
all_without_current_crime_only,"(256, 256)",0.2,0.0007,0.001,adamw,plateau,64,gelu,mse,True,42,block2_mixed_feature_sets,1380
all_without_current_crime_only,"(128, 128, 64)",0.3,0.0003,0.002,adam,plateau,256,gelu,smooth_l1,True,52,block2_mixed_feature_sets,1381
geo_knn_density_macro,"(256, 256, 128)",0.2,0.0003,0.0001,adamw,cosine,128,relu,smooth_l1,True,52,block2_mixed_feature_sets,1382
all_features,"(128, 128)",0.35,0.0007,0.0005,adamw,cosine,128,relu,mse,False,52,block2_mixed_feature_sets,1383
all_without_current_crime_only,"(512, 256)",0.3,0.0007,0.001,adamw,plateau,64,gelu,mse,True,52,block2_mixed_feature_sets,1384
geo_macro_plus_city_crime_only,"(128, 128)",0.3,0.0007,0.001,adam,plateau,256,gelu,smooth_l1,True,42,block2_mixed_feature_sets,1385
geo_knn_density_macro,"(256, 256)",0.3,0.001,0.002,adam,plateau,64,relu,mse,True,52,block2_mixed_feature_sets,1386
geo_knn_macro_plus_city_crime_only,"(128, 128)",0.35,0.001,0.0001,adamw,cosine,128,relu,smooth_l1,True,42,block2_mixed_feature_sets,1387
geo_macro_plus_city_crime_only,"(128, 128, 64)",0.2,0.001,0.002,adam,plateau,128,gelu,mse,True,42,block2_mixed_feature_sets,1388
geo_knn_macro_plus_city_crime_only,"(256, 256, 128)",0.2,0.0003,0.001,adam,plateau,256,gelu,mse,False,62,block2_mixed_feature_sets,1389
all_without_current_crime_only,"(512, 256)",0.35,0.0003,0.0005,adamw,cosine,256,relu,mse,False,52,block2_mixed_feature_sets,1390
geo_knn_macro_plus_city_crime_only,"(512, 256, 128)",0.25,0.001,0.0005,adamw,cosine,128,gelu,smooth_l1,True,62,block2_mixed_feature_sets,1391
geo_knn_macro,"(256, 256, 128)",0.35,0.0003,0.0005,adam,plateau,128,relu,smooth_l1,False,42,block2_mixed_feature_sets,1392
geo_knn_macro,"(128, 128)",0.3,0.0003,0.001,adam,cosine,128,relu,mse,True,62,block2_mixed_feature_sets,1393
all_without_current_crime_only,"(512, 256)",0.25,0.0007,0.0005,adamw,cosine,64,relu,smooth_l1,False,42,block2_mixed_feature_sets,1394
geo_knn_density_macro,"(128, 128, 64)",0.3,0.0005,0.002,adamw,plateau,64,gelu,mse,False,42,block2_mixed_feature_sets,1395
all_features,"(256, 256)",0.3,0.0005,0.0001,adamw,plateau,128,gelu,smooth_l1,False,42,block2_mixed_feature_sets,1396
geo_knn_macro_plus_city_crime_only,"(256, 256)",0.3,0.001,0.0005,adamw,cosine,64,gelu,mse,True,52,block2_mixed_feature_sets,1397
geo_macro_plus_city_crime_only,"(512, 256)",0.2,0.0005,0.002,adamw,plateau,64,relu,smooth_l1,True,62,block2_mixed_feature_sets,1398
geo_macro_plus_city_crime_only,"(128, 128)",0.2,0.0003,0.0001,adam,cosine,128,relu,mse,True,62,block2_mixed_feature_sets,1399
geo_knn_macro_plus_city_crime_only,"(512, 256, 128)",0.3,0.0003,0.0005,adamw,cosine,256,relu,mse,True,52,block2_mixed_feature_sets,1400
geo_knn_density_macro,"(128, 128, 64)",0.2,0.0003,0.0001,adam,cosine,256,relu,smooth_l1,False,62,block2_mixed_feature_sets,1401
geo_macro_plus_city_crime_only,"(512, 256, 128)",0.25,0.0007,0.0005,adam,cosine,128,relu,mse,False,42,block2_mixed_feature_sets,1402
geo_knn_macro,"(512, 256)",0.25,0.0007,0.0001,adam,cosine,128,gelu,mse,True,42,block2_mixed_feature_sets,1403
geo_knn_macro,"(256, 256)",0.35,0.0003,0.0001,adam,plateau,64,gelu,mse,True,52,block2_mixed_feature_sets,1404
geo_knn_density_macro,"(256, 256)",0.25,0.0007,0.001,adam,plateau,128,relu,smooth_l1,False,62,block2_mixed_feature_sets,1405
geo_macro_plus_city_crime_only,"(256, 128, 64)",0.25,0.001,0.0005,adam,cosine,128,relu,mse,False,42,block2_mixed_feature_sets,1406
geo_knn_macro_plus_city_crime_only,"(256, 256)",0.25,0.0003,0.001,adamw,cosine,64,gelu,smooth_l1,True,62,block2_mixed_feature_sets,1407
geo_knn_macro,"(128, 128, 64)",0.35,0.0005,0.001,adamw,plateau,64,gelu,mse,True,42,block2_mixed_feature_sets,1408
geo_knn_macro,"(256, 256)",0.35,0.0003,0.001,adamw,plateau,128,relu,mse,True,62,block2_mixed_feature_sets,1409
geo_knn_density_macro,"(256, 256)",0.35,0.0005,0.001,adamw,plateau,64,gelu,mse,False,42,block2_mixed_feature_sets,1410
geo_knn_density_macro,"(256, 256)",0.3,0.001,0.0001,adamw,cosine,256,gelu,mse,False,52,block2_mixed_feature_sets,1411
geo_knn_density_macro,"(256, 256, 128)",0.25,0.0003,0.002,adam,plateau,64,relu,smooth_l1,True,62,block2_mixed_feature_sets,1412
all_without_current_crime_only,"(256, 256, 128)",0.35,0.0003,0.001,adam,plateau,256,relu,mse,True,42,block2_mixed_feature_sets,1413
geo_knn_density_macro,"(512, 256)",0.3,0.0005,0.0001,adamw,plateau,64,relu,smooth_l1,True,42,block2_mixed_feature_sets,1414
all_features,"(256, 256, 128)",0.2,0.0007,0.002,adam,plateau,64,relu,mse,True,52,block2_mixed_feature_sets,1415
geo_macro_plus_city_crime_only,"(256, 256, 128)",0.3,0.001,0.0001,adam,plateau,64,gelu,mse,True,42,block2_mixed_feature_sets,1416
geo_macro_plus_city_crime_only,"(256, 256, 128)",0.2,0.0005,0.001,adamw,cosine,256,relu,smooth_l1,False,42,block2_mixed_feature_sets,1417
all_features,"(512, 256, 128)",0.2,0.0005,0.0001,adamw,plateau,64,gelu,smooth_l1,True,62,block2_mixed_feature_sets,1418
all_without_current_crime_only,"(512, 256, 128)",0.25,0.0005,0.001,adam,plateau,64,relu,smooth_l1,False,62,block2_mixed_feature_sets,1419
geo_knn_macro,"(128, 128, 64)",0.25,0.0005,0.0005,adamw,plateau,64,gelu,smooth_l1,True,42,block2_mixed_feature_sets,1420
geo_knn_macro,"(256, 128, 64)",0.2,0.0007,0.001,adamw,cosine,256,gelu,smooth_l1,True,62,block2_mixed_feature_sets,1421
geo_knn_macro,"(128, 128, 64)",0.3,0.0005,0.002,adam,cosine,256,relu,smooth_l1,True,52,block2_mixed_feature_sets,1422
geo_macro_plus_city_crime_only,"(256, 128, 64)",0.2,0.0003,0.0001,adamw,plateau,256,relu,mse,True,52,block2_mixed_feature_sets,1423
all_without_current_crime_only,"(128, 128, 64)",0.25,0.0005,0.0001,adamw,plateau,128,gelu,mse,True,62,block2_mixed_feature_sets,1424
all_without_current_crime_only,"(128, 128, 64)",0.2,0.0003,0.0005,adam,plateau,256,gelu,smooth_l1,False,52,block2_mixed_feature_sets,1425
geo_knn_macro,"(512, 256, 128)",0.35,0.001,0.0001,adamw,plateau,256,relu,mse,True,62,block2_mixed_feature_sets,1426
all_features,"(128, 128, 64)",0.2,0.0007,0.0005,adamw,plateau,128,gelu,mse,True,62,block2_mixed_feature_sets,1427
all_features,"(512, 256, 128)",0.3,0.001,0.002,adamw,plateau,64,relu,smooth_l1,True,52,block2_mixed_feature_sets,1428
all_without_current_crime_only,"(256, 128, 64)",0.25,0.0003,0.001,adamw,cosine,64,relu,smooth_l1,True,52,block2_mixed_feature_sets,1429
all_features,"(256, 256)",0.3,0.0003,0.0005,adam,cosine,256,relu,mse,False,52,block2_mixed_feature_sets,1430
all_features,"(256, 256, 128)",0.35,0.0005,0.0005,adam,cosine,256,relu,mse,True,42,block2_mixed_feature_sets,1431
geo_knn_density_macro,"(512, 256, 128)",0.25,0.0003,0.001,adamw,cosine,256,relu,smooth_l1,True,52,block2_mixed_feature_sets,1432
all_features,"(256, 256, 128)",0.35,0.0007,0.001,adamw,plateau,64,relu,mse,True,52,block2_mixed_feature_sets,1433
geo_macro_plus_city_crime_only,"(256, 128, 64)",0.2,0.0003,0.002,adam,cosine,256,relu,smooth_l1,False,42,block2_mixed_feature_sets,1434
geo_knn_density_macro,"(512, 256, 128)",0.3,0.0003,0.0005,adamw,plateau,64,gelu,smooth_l1,False,62,block2_mixed_feature_sets,1435
all_features,"(256, 128, 64)",0.25,0.0007,0.0005,adam,cosine,128,gelu,smooth_l1,True,62,block2_mixed_feature_sets,1436
geo_knn_macro,"(256, 256)",0.2,0.001,0.0001,adam,cosine,64,gelu,mse,True,62,block2_mixed_feature_sets,1437
geo_knn_macro_plus_city_crime_only,"(128, 128)",0.1,0.0007,0.0001,adamw,plateau,128,gelu,smooth_l1,True,42,block2_mixed_feature_sets,1438
geo_knn_macro_plus_city_crime_only,"(512, 256)",0.25,0.0005,0.002,adam,cosine,64,relu,smooth_l1,False,42,block2_mixed_feature_sets,1439
geo_knn_density_macro,"(256, 256)",0.25,0.001,0.001,adam,cosine,128,relu,mse,False,62,block2_mixed_feature_sets,1440
geo_macro_plus_city_crime_only,"(512, 256)",0.3,0.0005,0.0001,adam,plateau,128,relu,smooth_l1,False,42,block2_mixed_feature_sets,1441
