city,lat,lon,country,population,country_norm,city_norm
Buchen in Odenwald,49.5217,9.3233,Germany,18203.0,germany,buchen in odenwald
Końskie,51.2,20.4167,Poland,18201.0,poland,końskie
Santiago de María,13.4833,-88.4667,El Salvador,18201.0,el salvador,santiago de maría
Bet She’an,32.5,35.5,Israel,18200.0,israel,bet she’an
Schrobenhausen,48.5333,11.2667,Germany,18199.0,germany,schrobenhausen
Woodmere,40.6375,-73.7219,United States,18198.0,united states,woodmere
Ranquitte,19.4133,-72.0808,Haiti,18197.0,haiti,ranquitte
Kiangara,-17.9717,47.0299,Madagascar,18197.0,madagascar,kiangara
Concord,39.8741,-75.5135,United States,18197.0,united states,concord
Griffith,-34.29,146.04,Australia,18196.0,australia,griffith
Bideford,51.016,-4.209,United Kingdom,18196.0,united kingdom,bideford
Udaipura,23.0743,78.5111,India,18193.0,india,udaipura
Gorham,43.7034,-70.4581,United States,18192.0,united states,gorham
Pelham,43.0333,-79.3333,Canada,18192.0,canada,pelham
Lora del Río,37.65,-5.5167,Spain,18189.0,spain,lora del río
Manchester,38.583,-90.5064,United States,18189.0,united states,manchester
Bedēsa,8.9,40.7833,Ethiopia,18187.0,ethiopia,bedēsa
Sarvestān,29.2739,53.2203,Iran,18187.0,iran,sarvestān
‘Anbarābād,28.4794,57.8414,Iran,18185.0,iran,‘anbarābād
Spanish Lake,38.7884,-90.2077,United States,18183.0,united states,spanish lake
Rikuzen-Takata,39.028,141.6254,Japan,18182.0,japan,rikuzen-takata
Oyama,35.3601,138.9873,Japan,18181.0,japan,oyama
Laurel,37.6375,-77.5062,United States,18180.0,united states,laurel
Solonópole,-5.7328,-39.0078,Brazil,18179.0,brazil,solonópole
Dapi,23.6494,120.4254,Taiwan,18178.0,taiwan,dapi
Washington,40.7877,-74.7918,United States,18177.0,united states,washington
Quibaxi,-8.5,14.5833,Angola,18176.0,angola,quibaxi
Taufkirchen,48.05,11.6167,Germany,18176.0,germany,taufkirchen
Aldo Bonzi,-34.7083,-58.5181,Argentina,18175.0,argentina,aldo bonzi
Mohiuddinnagar,25.5737,85.6694,India,18175.0,india,mohiuddinnagar
Warminster,51.205,-2.181,United Kingdom,18172.0,united kingdom,warminster
North Druid Hills,33.8185,-84.3254,United States,18172.0,united states,north druid hills
Gossau,47.4164,9.25,Switzerland,18171.0,switzerland,gossau
Vredendal,-31.6644,18.5061,South Africa,18170.0,south africa,vredendal
Bluffdale,40.4744,-111.9381,United States,18168.0,united states,bluffdale
Kadaň,50.3761,13.2714,Czechia,18165.0,czechia,kadaň
Tummalapenta,14.8997,80.0687,India,18164.0,india,tummalapenta
Bhadrapur,26.5419,88.0944,Nepal,18164.0,nepal,bhadrapur
Meishan,23.5607,120.6296,Taiwan,18164.0,taiwan,meishan
Redhill,51.2393,-0.1726,United Kingdom,18163.0,united kingdom,redhill
Laives,46.4228,11.3348,Italy,18162.0,italy,laives
Amsterdam,42.942,-74.1906,United States,18162.0,united states,amsterdam
Kottapalle,17.2918,81.8939,India,18161.0,india,kottapalle
Åsane,60.4744,5.325,Norway,18161.0,norway,åsane
Petawawa,45.9,-77.2833,Canada,18160.0,canada,petawawa
Heusweiler,49.35,6.9167,Germany,18158.0,germany,heusweiler
Zinvié,6.6167,2.35,Benin,18157.0,benin,zinvié
Xochiatipan de Castillo,20.8333,-98.285,Mexico,18157.0,mexico,xochiatipan de castillo
Qishe,24.9167,104.7833,China,18154.0,china,qishe
El Achir,36.0667,4.6333,Algeria,18149.0,algeria,el achir
Heckmondwike,53.708,-1.67,United Kingdom,18149.0,united kingdom,heckmondwike
Lavāsān,35.8208,51.6342,Iran,18146.0,iran,lavāsān
Nyandoma,61.6667,40.2167,Russia,18146.0,russia,nyandoma
Ingá,-7.2808,-35.6044,Brazil,18144.0,brazil,ingá
San Antonio del Golfo,10.4333,-63.7833,Venezuela,18144.0,venezuela,san antonio del golfo
Steubenville,40.3653,-80.6519,United States,18144.0,united states,steubenville
Riacho das Almas,-8.1339,-35.6892,Brazil,18142.0,brazil,riacho das almas
Trujillo,4.25,-76.3333,Colombia,18142.0,colombia,trujillo
Franconia,38.7682,-77.1587,United States,18141.0,united states,franconia
Čitluk,43.2286,17.7008,Bosnia and Herzegovina,18140.0,bosnia and herzegovina,čitluk
Piatykhatky,48.4136,33.7028,Ukraine,18140.0,ukraine,piatykhatky
Palos Hills,41.6986,-87.8266,United States,18139.0,united states,palos hills
Frankenberg,51.0589,8.7967,Germany,18138.0,germany,frankenberg
Minamishibetsuchō,43.1758,142.4,Japan,18138.0,japan,minamishibetsuchō
Pinecrest,25.665,-80.3042,United States,18138.0,united states,pinecrest
Pinabacdao,11.62,124.98,Philippines,18136.0,philippines,pinabacdao
Yoshimi,36.0399,139.4538,Japan,18133.0,japan,yoshimi
Palanga,55.9167,21.0667,Lithuania,18132.0,lithuania,palanga
Una,-15.2928,-39.075,Brazil,18131.0,brazil,una
Southeast,41.4032,-73.5985,United States,18131.0,united states,southeast
Gangwuzhen,25.9667,105.3333,China,18130.0,china,gangwuzhen
Tominian,13.2875,-4.5933,Mali,18130.0,mali,tominian
Menasha,44.2125,-88.4271,United States,18130.0,united states,menasha
Svilengrad,41.767,26.2,Bulgaria,18129.0,bulgaria,svilengrad
Beerse,51.3191,4.8555,Belgium,18128.0,belgium,beerse
San Pedro,4.0,-76.2292,Colombia,18128.0,colombia,san pedro
Sigmaringen,48.0869,9.2167,Germany,18127.0,germany,sigmaringen
Sangre Grande,10.5667,-61.1333,Trinidad and Tobago,18127.0,trinidad and tobago,sangre grande
Dumri,25.5356,85.5996,India,18126.0,india,dumri
Jora Khurd,26.4893,77.9758,India,18126.0,india,jora khurd
Colonial Park,40.2987,-76.8069,United States,18125.0,united states,colonial park
Bagnols-sur-Cèze,44.1623,4.6193,France,18124.0,france,bagnols-sur-cèze
Ouankoro,13.3822,-3.8308,Mali,18123.0,mali,ouankoro
Ciriè,45.2353,7.6003,Italy,18121.0,italy,ciriè
Itacaré,-14.2778,-38.9969,Brazil,18120.0,brazil,itacaré
Pottanūr,11.1098,77.9888,India,18120.0,india,pottanūr
Feyẕābād,35.0183,58.7839,Iran,18120.0,iran,feyẕābād
Terra Roxa d’Oeste,-24.1667,-54.0833,Brazil,18119.0,brazil,terra roxa d’oeste
Barhampur,25.5976,84.3011,India,18119.0,india,barhampur
White Settlement,32.7554,-97.4605,United States,18119.0,united states,white settlement
Ambiula,-7.4333,14.65,Angola,18118.0,angola,ambiula
Raisāri,26.1319,87.0238,India,18117.0,india,raisāri
Kreminna,49.05,38.2167,Ukraine,18116.0,ukraine,kreminna
Coronda,-31.9667,-60.9167,Argentina,18115.0,argentina,coronda
Poulton le Fylde,53.847,-2.995,United Kingdom,18115.0,united kingdom,poulton le fylde
Néa Mákri,38.0833,23.9833,Greece,18114.0,greece,néa mákri
Rāmpur,21.0735,84.3409,India,18114.0,india,rāmpur
Yaiza,28.955,-13.7667,Spain,18113.0,spain,yaiza
Convención,8.8333,-73.2,Colombia,18112.0,colombia,convención
Guardamar del Segura,38.0897,-0.655,Spain,18111.0,spain,guardamar del segura
Gāndarbal,34.2262,74.7748,India,18111.0,india,gāndarbal
Polohy,47.4833,36.25,Ukraine,18111.0,ukraine,polohy
Bazhou,36.2137,102.7618,China,18110.0,china,bazhou
Mānikpur,25.91,86.821,India,18110.0,india,mānikpur
Pahārpur,25.5681,85.3763,India,18109.0,india,pahārpur
Bourbonnais,41.183,-87.8784,United States,18109.0,united states,bourbonnais
Campos Belos,-13.0369,-46.7719,Brazil,18108.0,brazil,campos belos
Mure,34.3376,134.1397,Japan,18108.0,japan,mure
Wallingford Center,41.4499,-72.8189,United States,18107.0,united states,wallingford center
Varjota,-4.1939,-40.4769,Brazil,18105.0,brazil,varjota
Bình Minh,10.0961,105.7894,Vietnam,18105.0,vietnam,bình minh
Sevierville,35.8872,-83.5678,United States,18105.0,united states,sevierville
Maoussa,35.3833,0.25,Algeria,18104.0,algeria,maoussa
Pavullo nel Frignano,44.3327,10.8331,Italy,18103.0,italy,pavullo nel frignano
San Vito dei Normanni,40.6556,17.7036,Italy,18103.0,italy,san vito dei normanni
Canby,45.2652,-122.6867,United States,18103.0,united states,canby
Borgo San Lorenzo,43.9555,11.3856,Italy,18102.0,italy,borgo san lorenzo
Concepción de Ataco,13.8667,-89.85,El Salvador,18101.0,el salvador,concepción de ataco
Berkhampstead,51.76,-0.56,United Kingdom,18100.0,united kingdom,berkhampstead
Cofradía,15.4168,-88.1603,Honduras,18100.0,honduras,cofradía
Kikube,1.3328,31.2075,Uganda,18100.0,uganda,kikube
Belterra,-2.6358,-54.9369,Brazil,18099.0,brazil,belterra
Manilva,36.3833,-5.25,Spain,18099.0,spain,manilva
McAlester,34.9257,-95.7734,United States,18098.0,united states,mcalester
Thorne,53.6083,-0.9583,United Kingdom,18096.0,united kingdom,thorne
Siloam Springs,36.1844,-94.5315,United States,18096.0,united states,siloam springs
Bry-sur-Marne,48.8411,2.5222,France,18095.0,france,bry-sur-marne
Yershov,51.35,48.2667,Russia,18095.0,russia,yershov
Dolný Kubín,49.2117,19.2992,Slovakia,18095.0,slovakia,dolný kubín
Tora,21.3262,83.6708,India,18093.0,india,tora
Chapelle,19.4167,-72.55,Haiti,18092.0,haiti,chapelle
Antonina,-25.4289,-48.7119,Brazil,18091.0,brazil,antonina
Aït Tamlil,31.48,-6.94,Morocco,18091.0,morocco,aït tamlil
Featherstone,53.7,-1.37,United Kingdom,18090.0,united kingdom,featherstone
Burlington,39.0223,-84.7217,United States,18090.0,united states,burlington
General Juan Madariaga,-37.0167,-57.1333,Argentina,18089.0,argentina,general juan madariaga
Heguri,34.6292,135.7006,Japan,18088.0,japan,heguri
Brenham,30.1584,-96.3966,United States,18086.0,united states,brenham
Calenzano,43.8567,11.1636,Italy,18084.0,italy,calenzano
Dobrush,52.4167,31.3167,Belarus,18083.0,belarus,dobrush
Barīkot,29.04,82.33,Nepal,18083.0,nepal,barīkot
Água Azul do Norte,-6.7908,-50.4669,Brazil,18080.0,brazil,água azul do norte
Kopa,25.8513,84.6308,India,18080.0,india,kopa
Großenhain,51.2833,13.55,Germany,18077.0,germany,großenhain
Cesson-Sévigné,48.1217,-1.6025,France,18076.0,france,cesson-sévigné
Neftegorsk,52.8,51.1667,Russia,18076.0,russia,neftegorsk
Johnstown,40.3499,-104.9482,United States,18075.0,united states,johnstown
Hendaye,43.36,-1.77,France,18074.0,france,hendaye
Arājpur,25.5197,87.0808,India,18073.0,india,arājpur
Wandsworth,51.455,-0.192,United Kingdom,18072.0,united kingdom,wandsworth
Dumont,40.9452,-73.9923,United States,18072.0,united states,dumont
Mayorga,10.9,125.0,Philippines,18071.0,philippines,mayorga
Soisy-sous-Montmorency,48.9886,2.3006,France,18068.0,france,soisy-sous-montmorency
Ricaurte,1.2108,-77.9933,Colombia,18067.0,colombia,ricaurte
Kęty,49.9,19.2167,Poland,18067.0,poland,kęty
Pedra Preta,-16.6228,-54.4739,Brazil,18066.0,brazil,pedra preta
Manyas,40.0464,27.97,Turkey,18066.0,turkey,manyas
São Tiago de Custoias,41.2069,-8.6485,Portugal,18065.0,portugal,são tiago de custoias
Luganville,-15.5333,167.1667,Vanuatu,18062.0,vanuatu,luganville
Tottiyam,10.988,78.3363,India,18061.0,india,tottiyam
Bīdestān,36.2308,50.1236,Iran,18060.0,iran,bīdestān
Kottá Kalidindi,16.5032,81.2877,India,18059.0,india,kottá kalidindi
Phelan,34.4398,-117.5248,United States,18059.0,united states,phelan
Slyudyanka,51.6567,103.7186,Russia,18058.0,russia,slyudyanka
Stuart,27.1959,-80.2444,United States,18058.0,united states,stuart
Sānderao,25.18,73.1,India,18057.0,india,sānderao
Tlacoachistlahuaca,16.7833,-98.2,Mexico,18055.0,mexico,tlacoachistlahuaca
Ambāla,17.65,79.05,India,18054.0,india,ambāla
Louny,50.3572,13.7969,Czechia,18053.0,czechia,louny
San Vicente,6.2819,-75.3322,Colombia,18051.0,colombia,san vicente
Bādkulla,23.3036,88.5302,India,18051.0,india,bādkulla
Libjo,10.196,125.5328,Philippines,18051.0,philippines,libjo
Myślenice,49.8347,19.9389,Poland,18051.0,poland,myślenice
Bhambia Bhai,30.4812,75.094,India,18050.0,india,bhambia bhai
Middelharnis,51.7535,4.1647,Netherlands,18050.0,netherlands,middelharnis
Annakunnu,11.7463,76.0415,India,18049.0,india,annakunnu
Pataskala,40.011,-82.7155,United States,18049.0,united states,pataskala
Vilavūr,8.2669,77.3052,India,18047.0,india,vilavūr
Buadiposo-Buntong,7.97,124.38,Philippines,18046.0,philippines,buadiposo-buntong
Taperoá,-13.5378,-39.0989,Brazil,18044.0,brazil,taperoá
Timri,12.2,75.3861,India,18044.0,india,timri
Chodzież,52.9833,16.9,Poland,18044.0,poland,chodzież
Ismaning,48.2264,11.6725,Germany,18043.0,germany,ismaning
Cohoes,42.7732,-73.7077,United States,18043.0,united states,cohoes
Halstenbek,53.6333,9.8667,Germany,18042.0,germany,halstenbek
Sunbury,51.423,-0.424,United Kingdom,18041.0,united kingdom,sunbury
Carmelo,-34.0,-58.2833,Uruguay,18041.0,uruguay,carmelo
Abangaritos,10.2492,-85.0268,Costa Rica,18039.0,costa rica,abangaritos
Mwanza,-15.6167,34.5167,Malawi,18039.0,malawi,mwanza
North Massapequa,40.7031,-73.4678,United States,18037.0,united states,north massapequa
Freilassing,47.8333,12.9667,Germany,18036.0,germany,freilassing
Bou Izakarn,29.1667,-9.7333,Morocco,18036.0,morocco,bou izakarn
Gainesville,38.7931,-77.6347,United States,18036.0,united states,gainesville
Cristinápolis,-11.4756,-37.7553,Brazil,18029.0,brazil,cristinápolis
San Pedro,8.7333,-74.7167,Colombia,18029.0,colombia,san pedro
Târgu Neamţ,47.2025,26.3586,Romania,18029.0,romania,târgu neamţ
Porto Novo,17.019,-25.064,Cabo Verde,18028.0,cabo verde,porto novo
Concord,38.5117,-90.3574,United States,18028.0,united states,concord
Schwechat,48.1411,16.4786,Austria,18026.0,austria,schwechat
Destelbergen,51.05,3.8,Belgium,18026.0,belgium,destelbergen
Gidi,23.6909,85.3641,India,18025.0,india,gidi
Valenza,45.014,8.6458,Italy,18025.0,italy,valenza
Piossasco,44.9906,7.4637,Italy,18025.0,italy,piossasco
Matigou,37.6043,109.9024,China,18024.0,china,matigou
Hranice,49.5525,17.7683,Czechia,18024.0,czechia,hranice
Koratagere,13.522,77.2373,India,18024.0,india,koratagere
Lakshmaneswaram,16.4082,81.6867,India,18023.0,india,lakshmaneswaram
General Las Heras,-34.9333,-58.95,Argentina,18022.0,argentina,general las heras
Bobingen,48.2667,10.8167,Germany,18022.0,germany,bobingen
Ulao,25.4165,86.0936,India,18020.0,india,ulao
Écully,45.7753,4.7783,France,18019.0,france,écully
Banbalah,35.7,10.8,Tunisia,18018.0,tunisia,banbalah
Itaberá,-23.8619,-49.1372,Brazil,18015.0,brazil,itaberá
Fundão,-19.9328,-40.4069,Brazil,18014.0,brazil,fundão
Beverley,53.845,-0.427,United Kingdom,18014.0,united kingdom,beverley
Jasien,54.3667,18.6333,Poland,18014.0,poland,jasien
New Castle,41.1841,-73.7721,United States,18012.0,united states,new castle
Campina Verde,-19.5358,-49.4858,Brazil,18011.0,brazil,campina verde
Toyono,34.9189,135.4942,Japan,18011.0,japan,toyono
Marsciano,42.9167,12.3333,Italy,18010.0,italy,marsciano
Marcos,18.0444,120.6786,Philippines,18010.0,philippines,marcos
Rwamagana,-1.9525,30.4378,Rwanda,18009.0,rwanda,rwamagana
Patiriyat,11.8425,75.5094,India,18008.0,india,patiriyat
Scarsdale,40.9902,-73.7773,United States,18005.0,united states,scarsdale
Biro,9.9,2.9333,Benin,18003.0,benin,biro
Sakri,26.2197,86.0853,India,18002.0,india,sakri
Qal‘ah-ye Zāl,37.015,68.4672,Afghanistan,18000.0,afghanistan,qal‘ah-ye zāl
General Deheza,-32.7564,-63.7889,Argentina,18000.0,argentina,general deheza
Al Hamalah,26.1497,50.4653,Bahrain,18000.0,bahrain,al hamalah
Ad Dirāz,26.2186,50.4756,Bahrain,18000.0,bahrain,ad dirāz
Doruma,4.7333,27.7,Congo (Kinshasa),18000.0,congo (kinshasa),doruma
Mickleover,52.901,-1.552,United Kingdom,18000.0,united kingdom,mickleover
Gondar,29.5667,76.7833,India,18000.0,india,gondar
Tankāra,22.656,70.748,India,18000.0,india,tankāra
Ghogaon,21.91,75.7,India,18000.0,india,ghogaon
Mahraurh,25.2378,84.1017,India,18000.0,india,mahraurh
Tall Qaşab,36.2586,41.9438,Iraq,18000.0,iraq,tall qaşab
Dbaïyé,33.9353,35.5897,Lebanon,18000.0,lebanon,dbaïyé
Antsampanimahazo,-19.6836,47.1656,Madagascar,18000.0,madagascar,antsampanimahazo
Antanambe,-16.4326,49.8482,Madagascar,18000.0,madagascar,antanambe
Manampatrana,-21.65,47.5833,Madagascar,18000.0,madagascar,manampatrana
Alakamisy,-20.2102,47.308,Madagascar,18000.0,madagascar,alakamisy
Maroteza,-22.2863,47.1904,Madagascar,18000.0,madagascar,maroteza
Bemahatazana-Belobaka,-19.3442,45.9972,Madagascar,18000.0,madagascar,bemahatazana-belobaka
Vohilengo,-17.3,49.4167,Madagascar,18000.0,madagascar,vohilengo
Amboahangibe,-14.1441,49.8115,Madagascar,18000.0,madagascar,amboahangibe
Mahazoma,-17.1689,46.5669,Madagascar,18000.0,madagascar,mahazoma
Ambongo,-23.4642,47.2795,Madagascar,18000.0,madagascar,ambongo
Alatsinainy Ialamarina,-21.5296,47.3046,Madagascar,18000.0,madagascar,alatsinainy ialamarina
Analaiva,-20.3283,44.4983,Madagascar,18000.0,madagascar,analaiva
Maroaloka,-25.1984,46.1902,Madagascar,18000.0,madagascar,maroaloka
Belobaka,-18.995,45.6917,Madagascar,18000.0,madagascar,belobaka
Ankofa,-15.3947,49.6462,Madagascar,18000.0,madagascar,ankofa
Matsakabanja,-15.9152,45.8357,Madagascar,18000.0,madagascar,matsakabanja
Ambovombe Afovoany,-20.777,47.0749,Madagascar,18000.0,madagascar,ambovombe afovoany
Tsianisiha,-22.9,43.5833,Madagascar,18000.0,madagascar,tsianisiha
Beantake,-23.8003,44.3078,Madagascar,18000.0,madagascar,beantake
Behenjy,-19.2127,47.4909,Madagascar,18000.0,madagascar,behenjy
Tranoroa,-24.6897,45.0419,Madagascar,18000.0,madagascar,tranoroa
Athār,26.0392,86.059,India,17999.0,india,athār
Giroc,45.7,21.2333,Romania,17999.0,romania,giroc
Farmington,37.7822,-90.4282,United States,17999.0,united states,farmington
Kamienna Góra,50.7833,16.0333,Poland,17998.0,poland,kamienna góra
Amvrosiivka,47.7833,38.4833,Ukraine,17998.0,ukraine,amvrosiivka
Batié,9.8833,-2.9167,Burkina Faso,17997.0,burkina faso,batié
Munguía,43.3547,-2.8472,Spain,17997.0,spain,munguía
Kolonodale,-1.9833,121.3333,Indonesia,17997.0,indonesia,kolonodale
Lamrasla,32.0247,-8.9153,Morocco,17997.0,morocco,lamrasla
Serra Preta,-12.16,-39.3319,Brazil,17996.0,brazil,serra preta
Whitestown,43.135,-75.3404,United States,17996.0,united states,whitestown
Tyāgadurgam,11.7411,79.077,India,17995.0,india,tyāgadurgam
Aci Sant’Antonio,37.6059,15.126,Italy,17995.0,italy,aci sant’antonio
Bombon,13.6867,123.1994,Philippines,17995.0,philippines,bombon
Stony Plain,53.5264,-114.0069,Canada,17993.0,canada,stony plain
Pinehurst,35.1922,-79.4684,United States,17992.0,united states,pinehurst
San Alejo,13.4333,-87.9667,El Salvador,17990.0,el salvador,san alejo
Oak Bay,48.4264,-123.3228,Canada,17990.0,canada,oak bay
Hijuelas,-32.7986,-71.1439,Chile,17988.0,chile,hijuelas
San Cristóbal Cucho,14.9,-91.7833,Guatemala,17987.0,guatemala,san cristóbal cucho
Ariccia,41.7167,12.6667,Italy,17987.0,italy,ariccia
Le Pontet,43.965,4.8606,France,17985.0,france,le pontet
Nizhnyaya Tura,58.6208,59.8478,Russia,17985.0,russia,nizhnyaya tura
Torredembarra,41.15,1.4,Spain,17984.0,spain,torredembarra
Lagoa do Carro,-7.845,-35.32,Brazil,17981.0,brazil,lagoa do carro
Kosvik,58.15,8.0667,Norway,17981.0,norway,kosvik
Cuquío,20.929,-103.0229,Mexico,17980.0,mexico,cuquío
Towamencin,40.2417,-75.3387,United States,17980.0,united states,towamencin
Sivagiri,11.1179,77.7881,India,17979.0,india,sivagiri
Sukhsena,25.7952,87.1089,India,17978.0,india,sukhsena
Rāmpur Tilak,25.8513,87.093,India,17977.0,india,rāmpur tilak
Rājmahal,25.05,87.84,India,17974.0,india,rājmahal
Terenure,53.3097,-6.2853,Ireland,17972.0,ireland,terenure
Äänekoski,62.6,25.725,Finland,17971.0,finland,äänekoski
Százhalombatta,47.3167,18.9114,Hungary,17971.0,hungary,százhalombatta
Carvin,50.4939,2.9589,France,17966.0,france,carvin
Dīzīcheh,32.3869,51.5122,Iran,17966.0,iran,dīzīcheh
Konaklı,36.5833,31.8833,Turkey,17966.0,turkey,konaklı
Antenor Navarro,-6.7289,-38.4489,Brazil,17964.0,brazil,antenor navarro
Melegnano,45.3588,9.3238,Italy,17964.0,italy,melegnano
Cudahy,42.9467,-87.8641,United States,17964.0,united states,cudahy
Wantagh,40.6686,-73.5104,United States,17964.0,united states,wantagh
North Grenville,44.9667,-75.65,Canada,17964.0,canada,north grenville
Sapeaçu,-12.7278,-39.1819,Brazil,17963.0,brazil,sapeaçu
Santo Anastácio,-21.9769,-51.6519,Brazil,17963.0,brazil,santo anastácio
Chaita,25.7671,85.8792,India,17962.0,india,chaita
Kegalle,7.2531,80.3453,Sri Lanka,17962.0,sri lanka,kegalle
Fécamp,49.76,0.38,France,17961.0,france,fécamp
Payyannūr,12.0935,75.2025,India,17961.0,india,payyannūr
Souba,13.4125,-6.5953,Mali,17961.0,mali,souba
Kivsharivka,49.6289,37.6831,Ukraine,17960.0,ukraine,kivsharivka
Jadcherla,16.763,78.1443,India,17958.0,india,jadcherla
Stanford,37.4252,-122.1674,United States,17958.0,united states,stanford
Torit,4.4118,32.5705,South Sudan,17957.0,south sudan,torit
Doylestown,40.2962,-75.1393,United States,17957.0,united states,doylestown
Ranzan,36.0565,139.3205,Japan,17954.0,japan,ranzan
Bodegraven,52.0822,4.7504,Netherlands,17954.0,netherlands,bodegraven
Almeria,11.6206,124.3794,Philippines,17954.0,philippines,almeria
Ben Daoud,35.7192,0.5203,Algeria,17953.0,algeria,ben daoud
Heinola,61.2,26.0333,Finland,17953.0,finland,heinola
Erumāpālaiyam,11.6324,78.1695,India,17953.0,india,erumāpālaiyam
Koula,13.1117,-7.6514,Mali,17953.0,mali,koula
Bucay,17.54,120.72,Philippines,17953.0,philippines,bucay
Barvāla,22.15,71.9,India,17951.0,india,barvāla
Haren,53.1721,6.6093,Netherlands,17950.0,netherlands,haren
Mūkondapalli,12.7514,77.8017,India,17948.0,india,mūkondapalli
Flora,18.2147,121.4186,Philippines,17944.0,philippines,flora
Loyalist,44.25,-76.75,Canada,17943.0,canada,loyalist
Stilfontein,-26.8428,26.7744,South Africa,17942.0,south africa,stilfontein
Yeddumailāram,17.5011,78.1242,India,17941.0,india,yeddumailāram
Anoka,45.2099,-93.3893,United States,17941.0,united states,anoka
Floirac,44.8375,-0.5247,France,17939.0,france,floirac
Colne,53.8554,-2.1756,United Kingdom,17939.0,united kingdom,colne
Miyauchi,38.0667,140.1333,Japan,17939.0,japan,miyauchi
Falköping,58.1667,13.55,Sweden,17939.0,sweden,falköping
Sanary-sur-Mer,43.118,5.8014,France,17938.0,france,sanary-sur-mer
Delran,40.017,-74.9495,United States,17937.0,united states,delran
Agliana,43.9,11.0,Italy,17934.0,italy,agliana
Kuchinda,21.7436,84.3485,India,17933.0,india,kuchinda
Los Lunas,34.8115,-106.7803,United States,17932.0,united states,los lunas
Saint-Égrève,45.2325,5.6836,France,17930.0,france,saint-égrève
Quipapá,-8.8278,-36.0119,Brazil,17928.0,brazil,quipapá
Pontarlier,46.9067,6.3556,France,17928.0,france,pontarlier
Tres de Mayo,-26.4813,-56.0959,Paraguay,17928.0,paraguay,tres de mayo
Mount Holly,35.3136,-81.0073,United States,17928.0,united states,mount holly
